GEOID,blackE,indigE,ltnxE,pov65E,povrateE,lifeexpBRHD,health_outcomes,overall,rank_outcomes
51003010401,0.1790393013100437,0.4117647058823529,0.03734439834024896,0.21487603305785125,0.05514157973174367,0.23430007129853958,0.5842577165300079,1.7167238061507881,30
51065020300,0.1790393013100437,0,0.06224066390041493,0.06611570247933884,0.07600596125186289,0.5194011085809981,0.76192031702433,1.6647230545469884,31
51003011301,0.2292576419213974,0,0.12448132780082986,0.12809917355371903,0.13412816691505217,0.39721494974565874,0.6369356069430859,1.6501168668797432,32
51003010602,0.16375545851528384,0,0.14937759336099585,0.47520661157024796,0.09090909090909091,0.2971841717451319,0.4194440361323148,1.5958769622330653,33
51003010500,0.22270742358078607,0.23529411764705885,0.08713692946058091,0.30165289256198347,0.023845007451564832,0.31371656084531496,0.40909852307947464,1.5934514546267637,34
51003010901,0.021834061135371185,0.35294117647058826,0.1991701244813278,0.07851239669421488,0.42921013412816694,0.3482319303874566,0.15209902644369658,1.5819988497408222,35
51003010300,0.07205240174672489,0,0.23236514522821575,0.40082644628099173,0.09687034277198213,0.26688304698796395,0.48302728539303774,1.552024668408916,36
51540000302,0.40829694323144106,0.11764705882352942,0.13278008298755187,0,0.09090909090909091,0.33204899836681134,0.4215586907925072,1.5032408651109317,37
51540000700,0.05458515283842795,0.4117647058823529,0.10788381742738588,0.11157024793388431,0.256333830104322,0.3245514405503186,0.21996176882001273,1.4866509635567045,38
51003011202,0.039301310043668124,0.35294117647058826,0.34439834024896265,0.01652892561983471,0.03427719821162445,0.26688304698796395,0.40410765647159336,1.4584376540542352,39
51003011201,0.1091703056768559,0,0.2987551867219917,0.0371900826446281,0.05663189269746648,0.3890692058233033,0.5661219033908905,1.456938576955136,40
51125950200,0.032751091703056776,0,0.10373443983402489,0.12809917355371903,0.04769001490312966,0.4705266450468628,0.6709583284977823,1.4537596935385753,41
51003010201,0.07205240174672489,0.05882352941176471,0.24481327800829875,0.07024793388429752,0,0.3564862301338789,0.4619408143448336,1.2643641875297984,42
51003011100,0.021834061135371185,0,0.04564315352697096,0.24793388429752067,0.052160953800298074,0.429797925435083,0.4332839829846256,1.2306539611798695,43
51003010100,0.12663755458515286,0,0.06639004149377593,0.04545454545454546,0.10879284649776452,0.23430007129853958,0.5878527136723829,1.1694277730021612,44
51065020102,0.18340611353711792,0,0.14522821576763484,0,0.043219076005961254,0.1202596563855558,0.5981627520296764,1.0902758137259463,45
51003010402,0.021834061135371185,0.23529411764705885,0.02074688796680498,0.10330578512396695,0.02980625931445604,0.1202596563855558,0.5281170271761326,1.0593637947493464,46
51540000900,0.13537117903930132,0,0,0.2190082644628099,0.050670640834575266,0.1446968881526246,0.456305462116284,1.006052434605595,47
51003011000,0,0,0.1784232365145228,0.12396694214876033,0.03129657228017884,0.17727986384204764,0.35528172074483116,0.8662483355303408,48
51003010202,0.021834061135371185,0,0.05394190871369294,0.1528925619834711,0.03427719821162445,0,0.47848793040526777,0.7414336604494275,49
